source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]
PAD000050-CE001443-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001443	11	study sample	blood plasma	PAD000050-r00011-CE001443-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000729-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000729	12	study sample	blood plasma	PAD000050-r00012-CE000729-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000924-201	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000924	13	study sample	blood plasma	PAD000050-r00013-CE000924-201	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001032-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001032	14	study sample	blood plasma	PAD000050-r00014-CE001032-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000843-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000843	15	study sample	blood plasma	PAD000050-r00015-CE000843-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001034-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001034	16	study sample	blood plasma	PAD000050-r00016-CE001034-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE002612-201	Homo sapiens	blood plasma	normal	not available	not available	adult	CE002612	17	study sample	blood plasma	PAD000050-r00017-CE002612-201	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run1 plate 2	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001778-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001778	18	study sample	blood plasma	PAD000050-r00018-CE001778-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000692-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000692	19	study sample	blood plasma	PAD000050-r00019-CE000692-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001700-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001700	20	study sample	blood plasma	PAD000050-r00020-CE001700-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001638-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001638	21	study sample	blood plasma	PAD000050-r00021-CE001638-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001560-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001560	22	study sample	blood plasma	PAD000050-r00022-CE001560-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001520-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001520	23	study sample	blood plasma	PAD000050-r00023-CE001520-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001822-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001822	24	study sample	blood plasma	PAD000050-r00024-CE001822-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 4	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001157-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001157	25	study sample	blood plasma	PAD000050-r00025-CE001157-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 4	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000177-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000177	26	study sample	blood plasma	PAD000050-r00026-CE000177-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	Limbic 20 Run 2 Plate 4	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000340-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000340	27	study sample	blood plasma	PAD000050-r00027-CE000340-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic run 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000150-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000150	28	study sample	blood plasma	PAD000050-r00028-CE000150-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic run 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001560-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001560	22	study sample	blood plasma	PAD000050-r00029-CE001560-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic run 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000157-204	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000157	5	study sample	blood plasma	PAD000050-r00030-CE000157-204	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic run 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001778-204	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001778	18	study sample	blood plasma	PAD000050-r00031-CE001778-204	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic run 3	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE002444-201	Homo sapiens	blood plasma	normal	not available	not available	adult	CE002444	29	study sample	blood plasma	PAD000050-r00032-CE002444-201	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE002785-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE002785	30	study sample	blood plasma	PAD000050-r00033-CE002785-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000018-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000018	31	study sample	blood plasma	PAD000050-r00034-CE000018-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000225-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000225	32	study sample	blood plasma	PAD000050-r00035-CE000225-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001740-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001740	33	study sample	blood plasma	PAD000050-r00036-CE001740-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE002446-203	Homo sapiens	blood plasma	normal	not available	not available	adult	CE002446	34	study sample	blood plasma	PAD000050-r00037-CE002446-203	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000001-205	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000001	35	study sample	blood plasma	PAD000050-r00038-CE000001-205	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000046-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000046	36	study sample	blood plasma	PAD000050-r00039-CE000046-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE000177-206	Homo sapiens	blood plasma	normal	not available	not available	adult	CE000177	26	study sample	blood plasma	PAD000050-r00040-CE000177-206	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
PAD000050-CE001744-202	Homo sapiens	blood plasma	normal	not available	not available	adult	CE001744	37	study sample	blood plasma	PAD000050-r00041-CE001744-202	protein expression profiling by antibody array	1	Limbic_NPX_2025-06-05.npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000050/Limbic_NPX_2025-06-05.npx.parquet	NT=Olink platform;AC=PRIDE:0000654	Olink Explore HT	Explore HT	NPX	limbic_3grp_run_1_plate1	Intensity	Explore_HT	Olink Explore HT	Intensity	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0
